instant_book,satisfaction_guest,rating_checkin,bed_type,person_capacity,accuracy_rating,is_superhost,room_type,hosting_id,rating_location,url,amenities,rating_communication,cancel_policy,rating_cleanliness,nightly_price,host_id,response_rate,price,response_time,rev_count
True,92,10,Real Bed,4,9,False,Entire home/apt,2417054,10,https://www.airbnb.com.br/rooms/2417054,"[1, 3, 4, 5, 8, 9, 11, 12, 31, 33, 39, 40, 44, 45, 46]",10,5,9,R$98,12353060,1.0,31.71500508087326,1496.0,61
False,95,10,Real Bed,2,10,False,Entire home/apt,4324998,9,https://www.airbnb.com.br/rooms/4324998,"[4, 8, 21, 30, 40, 43, 44, 47]",10,5,10,R$89,10234450,1.0,28.802402573446127,21474.0,25
False,,,Real Bed,1,,False,Private room,16634976,,https://www.airbnb.com.br/rooms/16634976,"[4, 8, 21, 33, 37, 39, 40, 41, 42, 44, 46, 47, 49]",,5,,R$70,62456103,,22.653575057766616,,0
False,98,10,Real Bed,3,10,False,Entire home/apt,15987776,10,https://www.airbnb.com.br/rooms/15987776,"[3, 4, 5, 8, 31, 33, 40, 44, 46, 47, 50]",10,3,10,R$89,44782984,1.0,28.802402573446127,4834.0,9
True,100,10,Real Bed,1,10,False,Private room,13866088,10,https://www.airbnb.com.br/rooms/13866088,"[3, 4, 5, 8, 9, 14, 17, 18, 28, 33, 34, 40, 42, 43, 44, 46, 47, 49, 50]",10,3,10,R$80,19582317,1.0,25.88980006601899,11108.0,1
True,,,Real Bed,1,,False,Private room,16685871,,https://www.airbnb.com.br/rooms/16685871,"[4, 8, 33, 34, 40, 44, 49, 56]",,3,,R$49,110457677,1.0,15.85750254043663,6645.0,0
False,100,10,Real Bed,10,10,False,Entire home/apt,13906932,10,https://www.airbnb.com.br/rooms/13906932,"[1, 3, 4, 5, 7, 8, 9, 12, 14, 27, 31, 32, 33, 34, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 57]",10,5,10,R$279,82466438,1.0,90.29067773024123,891.5,15
False,95,10,Airbed,1,10,False,Private room,12541363,10,https://www.airbnb.com.br/rooms/12541363,"[1, 4, 7, 8, 32, 40, 41, 49, 50]",10,3,10,R$40,3990249,1.0,12.944900033009494,537.5,4
False,100,10,Real Bed,2,10,False,Entire home/apt,5379664,10,https://www.airbnb.com.br/rooms/5379664,"[1, 4, 5, 8, 33, 34, 40, 41, 49, 50]",10,3,10,R$99,27768745,1.0,32.0386275816985,2206.0,1
True,,,Real Bed,1,,False,Private room,14523581,,https://www.airbnb.com.br/rooms/14523581,"[1, 4, 8, 16, 28, 31, 33, 39, 40, 41, 44, 46, 47, 50]",,3,,R$93,89425201,1.0,30.096892576747077,9734.0,1
False,100,10,Real Bed,2,10,False,Private room,16718697,10,https://www.airbnb.com.br/rooms/16718697,"[1, 3, 4, 8, 11, 16, 17, 19, 28, 33, 37, 39, 40, 41, 43, 44, 46, 47, 49, 50]",10,3,10,R$50,53833459,1.0,16.18112504126187,826.5,2
False,84,10,Real Bed,2,10,False,Private room,13798599,9,https://www.airbnb.com.br/rooms/13798599,"[1, 4, 5, 8, 39, 40, 42, 44, 47]",9,3,10,R$45,38545099,,14.563012537135682,,5
False,,,Real Bed,3,,False,Entire home/apt,17809670,,https://www.airbnb.com.br/rooms/17809670,"[5, 8, 9, 15, 21, 31, 33, 34, 40, 44]",,3,,R$85,11390380,0.5,27.507912570145177,43200.0,0
False,100,10,Real Bed,2,10,False,Entire home/apt,13154264,10,https://www.airbnb.com.br/rooms/13154264,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 21, 25, 28, 30, 31, 32, 33, 34, 35, 39, 40, 41, 42, 44, 47]",10,4,10,R$220,73411218,1.0,71.19695018155222,1283.0,9
False,96,10,Real Bed,3,10,False,Entire home/apt,13545331,10,https://www.airbnb.com.br/rooms/13545331,"[4, 5, 8, 11, 21, 28, 30, 31, 33, 40, 44, 46, 47]",10,4,10,R$70,8716986,1.0,22.653575057766616,8819.5,9
False,80,7,Real Bed,4,10,False,Private room,9106778,8,https://www.airbnb.com.br/rooms/9106778,"[2, 4, 5, 8, 21, 28, 31, 33, 34, 44, 46]",9,4,9,R$200,47461321,1.0,64.72450016504747,52745.5,6
True,,,Real Bed,2,,False,Entire home/apt,17117754,,https://www.airbnb.com.br/rooms/17117754,"[1, 5, 8, 21, 44, 49, 50]",,3,,R$150,31966553,,48.54337512378561,,0
True,,,Real Bed,1,,False,Private room,16175131,,https://www.airbnb.com.br/rooms/16175131,"[1, 4, 8, 21, 28, 40, 44, 49, 50]",,5,,R$60,2939082,1.0,19.417350049514244,12033.0,0
False,100,10,Pull-out Sofa,4,10,False,Entire home/apt,15670212,10,https://www.airbnb.com.br/rooms/15670212,"[1, 4, 8, 21, 31, 40, 41, 43, 44, 46, 47]",10,3,10,R$92,74844798,1.0,29.77327007592184,4424.0,1
True,,,Real Bed,2,,False,Entire home/apt,17639477,,https://www.airbnb.com.br/rooms/17639477,"[1, 3, 4, 5, 30, 40, 41, 44, 45, 47, 49, 50]",,5,,R$45,22626121,1.0,14.563012537135682,989.5,0
True,100,10,Real Bed,2,10,False,Entire home/apt,14866519,10,https://www.airbnb.com.br/rooms/14866519,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 14, 15, 21, 25, 28, 33, 34, 35, 36, 39, 44, 47, 49, 50]",10,4,10,R$195,91194835,1.0,63.106387660921285,930.0,5
True,100,10,Real Bed,1,10,False,Private room,14681919,10,https://www.airbnb.com.br/rooms/14681919,"[1, 3, 4, 5, 8, 14, 17, 18, 21, 25, 28, 30, 32, 33, 34, 40, 41, 43, 44, 45, 46, 47, 49, 50]",10,5,10,R$38,58476696,1.0,12.297655031359021,12471.0,3
True,,,Real Bed,1,,False,Private room,13474745,,https://www.airbnb.com.br/rooms/13474745,"[1, 8, 16, 33, 34, 40, 49, 50]",,5,,R$77,46596564,1.0,25.0,649.0,0
True,,,Real Bed,2,,False,Entire home/apt,11553746,,https://www.airbnb.com.br/rooms/11553746,"[3, 4, 11, 16, 27, 28, 31, 33, 37, 39, 45, 46, 47]",,3,,R$60,60979749,,19.417350049514244,,0
False,100,10,Real Bed,4,10,False,Entire home/apt,15099741,9,https://www.airbnb.com.br/rooms/15099741,"[1, 5, 6, 7, 8, 9, 15, 21, 30, 31, 33, 35, 36, 39, 40, 41, 42, 45, 46, 47]",10,4,10,R$75,764377,1.0,24.271687561892804,2418.0,3
True,,,Real Bed,2,,True,Entire home/apt,17648035,,https://www.airbnb.com.br/rooms/17648035,"[1, 3, 4, 5, 8, 28, 30, 31, 35, 36, 37, 38, 39, 40, 41, 44, 45, 46, 47, 50, 51, 53]",,5,,R$79,98442991,1.0,25.566177565193755,729.5,0
True,,,Real Bed,2,,False,Private room,17749230,,https://www.airbnb.com.br/rooms/17749230,"[8, 11, 33, 49, 50, 56]",,3,,R$100,121096428,,32.36225008252374,,0
True,100,10,Real Bed,6,10,False,Entire home/apt,16646854,10,https://www.airbnb.com.br/rooms/16646854,"[1, 5, 6, 8, 9, 21, 31, 33, 39, 40]",10,5,10,R$130,110019257,1.0,42.07092510728086,1144.5,5
True,100,10,Real Bed,2,10,False,Entire home/apt,17545034,10,https://www.airbnb.com.br/rooms/17545034,"[49, 50]",10,3,8,R$120,108555101,1.0,38.83470009902849,762.0,1
False,96,10,Real Bed,2,10,True,Private room,8757063,10,https://www.airbnb.com.br/rooms/8757063,"[1, 3, 4, 8, 16, 21, 33, 40, 44, 46]",10,4,10,R$65,712158,1.0,21.03546255364043,9131.5,29
True,100,10,Real Bed,2,10,False,Private room,17713759,10,https://www.airbnb.com.br/rooms/17713759,"[1, 4, 8, 33, 34, 37, 39, 40, 42, 44, 45, 46, 47, 49]",10,3,10,R$65,13480118,1.0,21.03546255364043,482.0,1
False,100,10,Real Bed,1,10,False,Private room,16894574,10,https://www.airbnb.com.br/rooms/16894574,"[4, 8, 16, 17, 33, 40, 41, 49, 50]",10,3,10,R$52,29439081,1.0,16.828370042912344,434.0,1
False,94,10,Real Bed,2,10,False,Entire home/apt,15083990,10,https://www.airbnb.com.br/rooms/15083990,"[1, 3, 4, 5, 7, 8, 9, 15, 21, 25, 35, 41, 44, 45, 47]",10,4,10,R$170,95188278,1.0,55.01582514029035,461.0,8
True,,,Real Bed,1,,False,Private room,16813430,,https://www.airbnb.com.br/rooms/16813430,"[1, 4, 5, 8, 39, 40, 42, 44, 45, 46, 47, 49]",,3,,R$70,29941993,1.0,22.653575057766616,2242.0,0
False,100,10,Pull-out Sofa,2,10,False,Private room,8576384,10,https://www.airbnb.com.br/rooms/8576384,"[1, 2, 3, 4, 5, 8, 11, 14, 21, 28, 30, 31, 33, 38, 40, 43, 44, 46, 50]",10,3,10,R$62,22695005,1.0,20.0,1750.5,5
False,100,10,Real Bed,2,10,False,Entire home/apt,14787726,10,https://www.airbnb.com.br/rooms/14787726,"[1, 4, 5, 8, 9, 12, 15, 21, 30, 31, 33, 35, 36, 40, 44, 47]",10,3,10,R$220,10516884,1.0,71.19695018155222,5405.0,2
True,100,10,Pull-out Sofa,1,10,False,Private room,14162616,10,https://www.airbnb.com.br/rooms/14162616,"[1, 2, 3, 4, 8, 21, 30, 31, 33, 34, 37, 40, 41, 44, 45, 47, 50]",10,3,10,R$79,84961692,,25.566177565193755,,1
False,,,Real Bed,2,,False,Private room,8960933,,https://www.airbnb.com.br/rooms/8960933,[49],,3,,R$90,14699503,,29.126025074271364,,0
False,85,10,Real Bed,2,10,False,Entire home/apt,9901205,10,https://www.airbnb.com.br/rooms/9901205,"[1, 4, 5, 8, 14, 21, 28, 31, 33, 34, 40, 44, 46, 51, 55]",10,5,9,R$75,47618654,0.8330000042915344,24.271687561892804,808.5,4
True,,,Real Bed,2,,False,Private room,16027637,,https://www.airbnb.com.br/rooms/16027637,"[1, 3, 4, 5, 8, 11, 16, 21, 30, 33, 34, 39, 41, 49, 50]",,3,,R$60,51839309,,19.417350049514244,,0
False,,,Real Bed,3,,False,Private room,16878969,,https://www.airbnb.com.br/rooms/16878969,"[12, 31]",,3,,R$124,112529820,,40.0,,0
False,100,10,Real Bed,2,10,False,Private room,3847879,9,https://www.airbnb.com.br/rooms/3847879,"[1, 2, 3, 4, 7, 8, 12, 14, 15, 21, 30, 33, 34, 40, 41, 42, 44, 45, 46, 49, 50]",10,3,10,R$99,19836074,1.0,32.0386275816985,1313.5,2
True,88,10,Real Bed,4,9,False,Private room,16982617,9,https://www.airbnb.com.br/rooms/16982617,"[1, 4, 5, 8, 9, 11, 12, 21, 28, 30, 31, 40, 44, 46]",10,3,9,R$79,108281381,1.0,25.566177565193755,433.5,5
False,98,10,Real Bed,2,10,False,Entire home/apt,7576102,10,https://www.airbnb.com.br/rooms/7576102,"[1, 2, 3, 4, 5, 8, 21, 28, 33, 34, 37, 40, 41, 44, 45, 46]",10,4,9,R$80,4495059,,25.88980006601899,,11
False,,,Real Bed,4,,False,Entire home/apt,15041048,,https://www.airbnb.com.br/rooms/15041048,"[1, 8, 21, 39, 40, 49, 50]",,4,,R$70,15830159,1.0,22.653575057766616,1622.0,0
False,100,10,Real Bed,2,10,False,Private room,16029715,10,https://www.airbnb.com.br/rooms/16029715,"[1, 3, 4, 7, 8, 14, 15, 17, 18, 21, 28, 33, 40, 44, 45, 46, 49, 50]",10,4,10,R$75,14474545,0.75,24.271687561892804,27503.0,1
True,,,Real Bed,1,,False,Shared room,17654846,,https://www.airbnb.com.br/rooms/17654846,"[1, 4, 8, 21, 33, 40, 41, 44, 45, 47, 49, 50]",,3,,R$60,28229775,,19.417350049514244,,0
True,60,10,Real Bed,2,6,False,Entire home/apt,13722836,8,https://www.airbnb.com.br/rooms/13722836,"[1, 3, 4, 5, 6, 8, 9, 12, 15, 21, 25, 30, 33, 34, 39, 44, 45, 46, 47]",6,4,6,R$100,80221668,0.6669999957084656,32.36225008252374,37256.0,2
False,86,9,Real Bed,2,9,False,Private room,9105099,9,https://www.airbnb.com.br/rooms/9105099,"[2, 4, 5, 8, 21, 28, 31, 33, 34, 35, 39, 44, 46, 47]",9,4,10,R$140,47461321,1.0,45.30715011553323,52745.5,7
True,,,Real Bed,3,,False,Entire home/apt,16337253,,https://www.airbnb.com.br/rooms/16337253,"[1, 2, 3, 4, 5, 8, 9, 27, 28, 31, 33, 34, 40, 41, 44, 57]",,3,,R$150,105786332,0.8999999761581421,48.54337512378561,786.5,0
False,90,10,Real Bed,1,10,False,Private room,12430993,10,https://www.airbnb.com.br/rooms/12430993,"[2, 3, 4, 5, 8, 9, 12, 17, 18, 19, 21, 27, 28, 30, 33, 39, 42, 43, 44, 45, 46, 47, 49, 50]",10,3,10,R$45,67242148,1.0,14.563012537135682,622.5,2
False,96,10,Real Bed,4,10,False,Entire home/apt,16512066,10,https://www.airbnb.com.br/rooms/16512066,"[1, 5, 8, 9, 11, 12, 15, 21, 30, 31, 33, 40, 41, 42, 44, 45, 46]",10,3,10,R$105,43190443,1.0,33.980362586649925,2157.0,5
False,93,10,Real Bed,4,10,False,Entire home/apt,179298,8,https://www.airbnb.com.br/rooms/179298,"[1, 3, 4, 5, 8, 21, 28, 31, 33, 34, 35, 36, 40, 41, 45, 46]",10,4,10,R$99,858475,1.0,32.0386275816985,1738.5,3
False,100,10,Real Bed,2,8,False,Entire home/apt,2455988,,https://www.airbnb.com.br/rooms/2455988,"[3, 4, 8, 9, 11, 38, 39, 40, 44, 47, 50]",,5,8,R$140,12559351,1.0,45.30715011553323,14212.0,1
False,100,10,Real Bed,4,10,False,Entire home/apt,8218123,10,https://www.airbnb.com.br/rooms/8218123,"[1, 3, 4, 5, 8, 12, 31, 39, 40, 41, 44, 45, 46, 49, 50]",10,3,10,R$140,4070418,1.0,45.30715011553323,6837.5,7
False,93,10,Real Bed,4,10,False,Entire home/apt,9494405,10,https://www.airbnb.com.br/rooms/9494405,"[1, 3, 4, 5, 8, 21, 31]",10,3,9,R$45,47586261,1.0,14.563012537135682,3881.5,3
True,,,Real Bed,1,,False,Private room,14490354,,https://www.airbnb.com.br/rooms/14490354,"[4, 8, 11, 12, 16, 33, 37, 40, 42, 44, 45, 46, 47, 49, 50]",,3,,R$55,89427250,,17.799237545388056,,0
False,100,10,Real Bed,2,10,False,Entire home/apt,16176427,10,https://www.airbnb.com.br/rooms/16176427,"[1, 4, 5, 7, 8, 9, 11, 14, 15, 21, 28, 31, 33, 40, 41, 44, 47]",10,3,10,R$231,86584708,0.8999999761581421,74.75679769062984,12580.5,2
True,93,10,Real Bed,2,10,False,Private room,16505230,10,https://www.airbnb.com.br/rooms/16505230,"[1, 3, 4, 5, 7, 8, 9, 12, 14, 17, 18, 21, 32, 33, 40, 41, 44, 45, 46, 47, 49, 50]",10,3,10,R$60,10291070,1.0,19.417350049514244,6456.0,3
True,98,10,Real Bed,3,10,False,Entire home/apt,16024270,10,https://www.airbnb.com.br/rooms/16024270,"[1, 5, 8, 11, 31, 40, 41]",10,5,9,R$75,101603381,1.0,24.271687561892804,330.0,8
False,100,10,Real Bed,5,10,False,Entire home/apt,16529738,10,https://www.airbnb.com.br/rooms/16529738,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 14, 21, 28, 30, 31, 33, 34, 40, 43, 44, 45, 46, 47, 51, 55]",10,3,10,R$130,108717262,1.0,42.07092510728086,4395.5,6
False,,,Real Bed,2,,False,Entire home/apt,17075425,,https://www.airbnb.com.br/rooms/17075425,"[1, 4, 5, 8, 21, 31, 33, 40, 42, 44, 45, 46, 47, 57]",,3,,R$85,24362980,1.0,27.507912570145177,19010.0,0
False,100,10,Real Bed,2,10,False,Private room,16140235,10,https://www.airbnb.com.br/rooms/16140235,"[1, 4, 5, 8, 28, 33, 39, 40, 41, 42, 43, 44, 45, 46, 49]",10,4,10,R$70,105308248,1.0,22.653575057766616,1201.0,8
True,91,10,Real Bed,12,9,False,Entire home/apt,2542722,9,https://www.airbnb.com.br/rooms/2542722,"[1, 3, 4, 5, 8, 14, 30, 31, 33, 40, 41, 43, 47]",10,5,9,R$180,4809452,1.0,58.25205014854273,340.0,27
True,100,10,Pull-out Sofa,1,10,False,Private room,14837538,10,https://www.airbnb.com.br/rooms/14837538,"[1, 2, 3, 4, 8, 14, 21, 28, 33, 39, 40, 41, 42, 43, 44, 46, 47, 49, 50]",10,5,10,R$45,92687767,1.0,14.563012537135682,457.0,1
False,100,9,Real Bed,2,10,False,Entire home/apt,11243623,10,https://www.airbnb.com.br/rooms/11243623,"[1, 2, 3, 4, 5, 7, 8, 9, 14, 15, 21, 28, 33, 34, 35, 36, 40, 41, 44, 45, 46, 47, 49, 50, 51, 53]",10,5,10,R$225,58644406,1.0,72.81506268567841,7487.5,3
True,,,Real Bed,2,,False,Private room,16723199,,https://www.airbnb.com.br/rooms/16723199,"[4, 8, 33, 40, 42, 44, 49, 50, 56]",,3,,R$54,110854983,,17.47561504456282,,0
False,100,10,Real Bed,3,10,False,Entire home/apt,8050437,10,https://www.airbnb.com.br/rooms/8050437,"[1, 2, 3, 4, 5, 8, 11, 28, 31, 33, 40, 43, 44, 45, 46, 47]",10,5,10,R$110,42515322,1.0,35.59847509077611,2308.0,4
True,,,Real Bed,1,,False,Private room,16805320,,https://www.airbnb.com.br/rooms/16805320,"[1, 4, 5, 16, 31, 40, 41, 44, 46, 47]",,3,,R$300,110132202,1.0,97.08675024757122,70.0,0
False,,,Real Bed,2,,False,Entire home/apt,11266398,,https://www.airbnb.com.br/rooms/11266398,"[1, 5, 8, 21, 28, 33, 39, 44, 45, 46]",,3,,R$8000,58819438,,2588.980006601899,,0
False,90,10,Real Bed,2,10,False,Entire home/apt,9233860,10,https://www.airbnb.com.br/rooms/9233860,"[1, 2, 3, 4, 5, 8, 21, 31, 38, 39, 40, 41, 44, 45, 46]",10,3,10,R$200,22723235,0.8999999761581421,64.72450016504747,57148.5,2
True,,10,Real Bed,2,10,False,Private room,17249713,10,https://www.airbnb.com.br/rooms/17249713,"[1, 4, 5, 8, 9, 31, 33, 34, 40, 42, 46]",10,3,10,R$56,112048884,1.0,18.122860046213294,30646.5,1
True,,,Real Bed,1,,False,Entire home/apt,17302041,,https://www.airbnb.com.br/rooms/17302041,"[1, 4, 5, 9, 12, 21, 31, 33, 34, 39, 40, 41, 42, 44, 47, 57]",,3,,R$350,12838831,1.0,113.26787528883308,0.0,0
False,100,10,Real Bed,2,10,False,Entire home/apt,2775779,10,https://www.airbnb.com.br/rooms/2775779,"[1, 3, 4, 5, 8, 9, 21, 28, 30, 33, 35, 36, 37, 40, 41, 43, 44, 45, 46, 47, 49, 50]",10,5,9,R$178,3352250,1.0,57.604805146892254,28122.0,8
True,,,Real Bed,3,,False,Private room,17515413,,https://www.airbnb.com.br/rooms/17515413,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 14, 15, 21, 27, 28, 30, 31, 33, 34, 39, 40, 41, 45, 46]",,4,,R$52,13645128,1.0,16.828370042912344,8424.0,0
False,100,10,Real Bed,2,10,False,Private room,618334,10,https://www.airbnb.com.br/rooms/618334,"[2, 4, 5, 7, 8, 9, 14, 15, 27, 28, 33, 34]",10,3,10,R$350,3063421,,113.26787528883308,,7
True,,,Real Bed,5,,False,Entire home/apt,17787381,,https://www.airbnb.com.br/rooms/17787381,[31],,3,,R$100,108228379,0.9089999794960022,32.36225008252374,891.0,0
True,,,Real Bed,1,,False,Entire home/apt,15781696,,https://www.airbnb.com.br/rooms/15781696,"[1, 4, 8, 9, 12, 31, 40, 47]",,3,,R$50,65274347,0.5,16.18112504126187,43523.5,0
True,82,9,Real Bed,1,10,False,Private room,3325499,10,https://www.airbnb.com.br/rooms/3325499,"[3, 4, 8, 33, 40]",9,4,8,R$50,16789482,0.5,16.18112504126187,43200.0,10
True,90,9,Real Bed,2,9,False,Private room,15643770,9,https://www.airbnb.com.br/rooms/15643770,"[1, 3, 4, 5, 8, 30, 33, 40, 46, 49, 50]",9,4,10,R$67,11152661,1.0,21.682707555290904,5943.0,2
True,,,Real Bed,2,,False,Private room,17684060,,https://www.airbnb.com.br/rooms/17684060,"[3, 4, 8, 11, 16, 17, 33, 49, 50]",,3,,R$55,120446010,1.0,17.799237545388056,23202.0,0
True,,,Real Bed,3,,False,Entire home/apt,17187168,,https://www.airbnb.com.br/rooms/17187168,"[1, 4, 5, 8, 11, 21, 31, 33, 40, 42, 44, 46, 47, 50, 57]",,3,,R$70,58253896,1.0,22.653575057766616,1209.5,0
False,91,9,Real Bed,2,9,False,Private room,8065809,10,https://www.airbnb.com.br/rooms/8065809,"[1, 3, 4, 8, 21, 31, 33, 39, 40, 50]",10,4,8,R$50,28868577,1.0,16.18112504126187,36853.5,7
False,100,10,Real Bed,3,8,True,Entire home/apt,14967076,8,https://www.airbnb.com.br/rooms/14967076,"[1, 3, 4, 5, 8, 9, 21, 27, 30, 31, 33, 34, 39, 40, 41, 50]",10,5,6,R$220,88537146,1.0,71.19695018155222,2023.0,1
True,100,10,Real Bed,2,10,False,Entire home/apt,16400988,10,https://www.airbnb.com.br/rooms/16400988,"[2, 3, 4, 5, 6, 8, 9, 21, 30, 39, 40, 41, 44, 47, 49, 50]",10,3,10,R$120,107448454,0.8569999933242798,38.83470009902849,2567.0,1
True,,,Real Bed,3,,False,Entire home/apt,16312273,,https://www.airbnb.com.br/rooms/16312273,"[1, 3, 4, 5, 8, 11, 28, 31, 33, 34, 40, 41, 42, 43, 44, 45, 46, 47, 49]",,4,,R$69,6005341,0.8999999761581421,22.32995255694138,2280.5,0
False,100,10,Real Bed,4,10,False,Entire home/apt,17262128,10,https://www.airbnb.com.br/rooms/17262128,"[1, 2, 3, 4, 5, 7, 8, 9, 14, 28, 33, 34, 40, 42, 44, 45, 46, 47, 49, 50]",10,3,10,R$100,116367493,0.9169999957084656,32.36225008252374,19968.0,3
True,100,10,Real Bed,2,10,False,Entire home/apt,15874319,10,https://www.airbnb.com.br/rooms/15874319,"[1, 4, 5, 8, 9, 21, 33, 34, 40, 41, 44, 45, 46, 47, 49]",10,4,10,R$180,102920695,0.8999999761581421,58.25205014854273,32253.5,2
False,100,10,Pull-out Sofa,2,10,False,Private room,14595015,10,https://www.airbnb.com.br/rooms/14595015,"[1, 4, 8, 21, 30, 31, 33, 34, 39, 40, 42, 44, 45, 46, 47, 50]",10,3,10,R$60,87294265,1.0,19.417350049514244,22214.0,5
False,100,10,Real Bed,2,10,False,Private room,14959573,10,https://www.airbnb.com.br/rooms/14959573,"[1, 4, 8, 12, 21, 40, 41, 44, 49, 50]",10,3,10,R$120,45555759,1.0,38.83470009902849,3585.0,1
False,90,10,Real Bed,1,10,False,Private room,14488878,8,https://www.airbnb.com.br/rooms/14488878,"[1, 3, 4, 5, 7, 8, 12, 14, 16, 17, 18, 28, 39, 40, 41, 42, 44, 45, 47, 49, 50]",9,3,7,R$70,89407460,1.0,22.653575057766616,1388.0,2
False,,,Real Bed,2,,False,Private room,16906691,,https://www.airbnb.com.br/rooms/16906691,"[1, 4, 8, 11, 16, 21, 31, 33, 40, 44, 47]",,3,,R$150,110720255,,48.54337512378561,,0
True,,,Real Bed,2,,False,Private room,16942134,,https://www.airbnb.com.br/rooms/16942134,"[1, 2, 3, 4, 5, 7, 8, 14, 15, 16, 21, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 51, 55]",,4,,R$145,110165398,0.875,46.92526261965942,0.5,0
True,100,10,Real Bed,2,10,False,Private room,14724816,10,https://www.airbnb.com.br/rooms/14724816,"[1, 4, 8, 9, 31, 33, 40, 42, 45, 46]",10,3,10,R$105,80729843,0.625,33.980362586649925,69008.0,1
False,93,10,Real Bed,4,10,False,Entire home/apt,8284129,9,https://www.airbnb.com.br/rooms/8284129,"[1, 2, 3, 4, 5, 6, 8, 21, 31, 33, 40, 44, 45, 46, 47]",10,3,10,R$150,20475478,1.0,48.54337512378561,4118.0,8
False,100,10,Real Bed,2,10,False,Private room,17406822,10,https://www.airbnb.com.br/rooms/17406822,"[4, 8, 21, 33, 39, 45, 46, 47, 49, 50]",10,3,10,R$50,105332296,1.0,16.18112504126187,8006.0,1
False,100,10,Real Bed,2,10,False,Private room,17331609,10,https://www.airbnb.com.br/rooms/17331609,"[2, 4, 7, 8, 9, 11, 12, 17, 27, 28, 31, 33, 42, 44, 47, 56, 57]",10,3,10,R$35,24121181,0.8820000290870667,11.326787528883308,1335.0,1
True,100,,Real Bed,2,10,False,Entire home/apt,15713073,,https://www.airbnb.com.br/rooms/15713073,"[1, 5, 6, 8, 11, 12, 21, 28, 31, 33, 39, 40, 42, 44, 47]",10,4,10,R$60,99418380,0.9570000171661377,19.417350049514244,7016.0,1
True,91,10,Real Bed,2,10,False,Private room,2670588,10,https://www.airbnb.com.br/rooms/2670588,"[1, 2, 3, 4, 5, 7, 8, 11, 14, 15, 16, 21, 28, 30, 31, 33, 34, 35, 39, 40]",9,5,9,R$100,13670442,1.0,32.36225008252374,39792.0,3
True,,,Real Bed,4,,False,Entire home/apt,17647592,,https://www.airbnb.com.br/rooms/17647592,"[1, 5, 8, 25, 31, 33, 40, 44, 47, 57]",,3,,R$102,13950119,1.0,33.00949508417421,2562.0,0
True,,,Real Bed,2,,False,Entire home/apt,17525503,,https://www.airbnb.com.br/rooms/17525503,"[2, 4, 5, 8, 9, 21, 39, 40, 41, 42, 44, 47, 49, 50]",,3,,R$120,107448454,0.8569999933242798,38.83470009902849,2567.0,0
True,,,Real Bed,1,,False,Private room,17749681,,https://www.airbnb.com.br/rooms/17749681,"[1, 4, 5, 7, 8, 9, 33, 42, 44, 47, 49, 50]",,3,,R$50,47971463,0.8889999985694885,16.18112504126187,4137.0,0
True,87,9,Real Bed,1,9,False,Shared room,15841663,8,https://www.airbnb.com.br/rooms/15841663,"[1, 2, 4, 8, 11, 16, 39, 40, 43, 44, 45, 46, 47, 49, 50]",9,3,8,R$37,102603385,1.0,11.974032530533783,7975.0,3
False,95,10,Real Bed,3,10,False,Entire home/apt,15325484,10,https://www.airbnb.com.br/rooms/15325484,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 21, 28, 31, 33, 39, 40, 44, 46, 47, 50]",10,5,10,R$119,96273868,1.0,38.51107759820325,1709.5,4
False,98,10,Real Bed,2,10,False,Entire home/apt,2289855,9,https://www.airbnb.com.br/rooms/2289855,"[1, 3, 4, 5, 8, 9, 21, 33, 34, 35, 39, 40, 41, 49, 50]",10,4,10,R$130,9431994,1.0,42.07092510728086,3186.5,12
True,88,10,Real Bed,4,9,False,Entire home/apt,646044,10,https://www.airbnb.com.br/rooms/646044,"[1, 2, 3, 4, 5, 8, 14, 21, 28, 33, 45, 46, 47]",9,3,9,R$96,3236378,1.0,31.06776007922279,410.5,16
False,98,10,Real Bed,3,10,True,Entire home/apt,2613519,10,https://www.airbnb.com.br/rooms/2613519,"[1, 2, 4, 5, 8, 14, 21, 31, 33, 40, 41, 43, 44, 45, 46, 47]",10,5,10,R$100,3984237,1.0,32.36225008252374,8803.5,44
True,,,Real Bed,3,,False,Private room,16851791,,https://www.airbnb.com.br/rooms/16851791,"[1, 8, 11, 31, 32, 33, 40, 44, 56]",,3,,R$100,112230638,,32.36225008252374,,0
True,,,Real Bed,1,,False,Private room,16546477,,https://www.airbnb.com.br/rooms/16546477,"[1, 4, 8, 31, 33, 40, 44, 45, 46, 47, 56]",,3,,R$50,43932915,1.0,16.18112504126187,3976.0,0
True,,,Real Bed,2,,False,Private room,16147681,,https://www.airbnb.com.br/rooms/16147681,"[1, 4, 5, 8, 11, 16, 30, 31, 33, 40, 41, 42, 44, 47, 50]",,3,,R$80,105379549,,25.88980006601899,,0
